id,title,isbn,language_code,num_pages,pub_year,total_copies,in_stock
8204,The Laura Ingalls Wilder Country Cookbook,9780064461962,eng,160,10/1/1997,1,1
8205,Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3),9781400307869,eng,128,5/8/2006,15,12
8206,The Laughing Jesus: Religious Lies and Gnostic Wisdom,9781400082797,en-US,276,6/27/2006,12,7
8213,The Erotic Phenomenon,9780226505367,eng,248,11/15/2006,17,8
8214,The Phenomenon of Life: Toward a Philosophical Biology,9780810117495,eng,304,2/28/2001,6,5
8218,Down to the Bonny Glen (Little House: The Martha Years  #3),9780064407144,eng,321,5/8/2001,15,11
8221,Laura: The Life of Laura Ingalls Wilder,9780380016365,en-GB,241,5/1/1977,19,19
8227,Winter Days in the Big Woods,9780064433730,eng,32,9/15/1995,18,15
8228,The First Four Years (Little House  #9),9780060565091,eng,3,6/13/2006,11,8
8230,Winter on the Farm,9780064406925,eng,32,9/6/1997,5,0
8233,Summertime in the Big Woods,9780064434973,eng,40,2/2/2000,7,5
8244,Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Years,9780064409902,eng,176,6/1/2004,8,7
8246,Laura Ingalls Wilder's Fairy Poems,9780385325332,eng,39,10/13/1998,16,0
8247,Constructing the Little House: Gender  Culture  and Laura Ingalls Wilder,9781558491229,eng,304,11/21/1997,10,6
8249,These Happy Golden Years (Little House  #8),9780060565084,eng,7,3/28/2006,4,1
8252,Farmer Boy (Little House  #2),9780060885380,eng,357,1/1/2007,11,9
8253,Little Town on the Prairie  (Little House  #7),9780060885434,eng,374,1/1/2007,14,10
8254,Christmas Stories (Little House Chapter Books: Laura  #10),9780064420815,eng,80,10/6/1999,14,5
8255,My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's,9780064462044,eng,64,3/21/1998,4,4
8256,Christmas in the Big Woods,9780064434874,eng,32,9/20/1997,1,1
8282,The Long Winter (Little House  #6),9780060885427,eng,422,1/1/2007,3,0
8285,A Little House Birthday,9780064434942,eng,40,9/5/1998,9,7
8290,The Deer in the Wood,9780064434980,eng,32,1/16/1999,5,4
8296,The First Four Years  (Little House  #9),9780060885458,eng,126,1/2/2007,18,18
8298,The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories,9780064460903,eng,256,9/7/1989,10,9
8322,Little House on the Prairie (Little House  #3),9780060885397,eng,309,1/1/2007,12,5
8335,Let the Hurricane Roar,9780064401586,en-US,118,10/1/1985,10,6
8337,Little House in the Big Woods (Little House  #1),9780060885373,eng,198,1/1/2007,2,1
8359,Flowers (Eyewitness Explorers),9780789422132,eng,64,9/15/1997,8,8
8362,Animal: The Definitive Visual Guide to the World's Wildlife,9780756616342,eng,624,9/19/2005,9,9
8370,The Making Of Disney's Animal Kingdom Theme Park,9780786864027,eng,192,5/1/1998,16,1
8373,El Reino Animal,9789707705739,spa,256,7/1/2006,2,0
8417,Tree (Eyewitness Books),9780789458209,eng,64,6/14/2000,10,10
8428,Insects & Spiders,9780783548814,eng,64,5/24/1999,5,3
8486,The Prophet of Yonwood,9780375875267,eng,289,4/1/2006,4,2
8489,Muhammad: A Prophet for Our Time,9780060598976,eng,256,10/17/2006,12,5
8492,Prophet,9781581345261,en-US,416,3/11/2004,5,3
8494,Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation (Pocket Guides to Practical Spirituality),9780922729364,en-GB,100,9/21/2017,18,4
8495,Hailstones and Halibut Bones,9780385410786,en-US,64,4/1/1990,4,0
8499,The Second Sex,9781857151374,eng,848,3/18/1993,3,2
8500,The Second Sex,9780099744214,eng,880,8/7/1997,7,0
8501,The Church and the Second Sex,9780807011010,eng,231,1/3/1986,9,7
8506,Thomas Jefferson (Oxford Portraits),9780195181302,eng,253,9/15/2005,18,14
8508,The Jefferson Bible: The Life and Morals of Jesus of Nazareth,9781557091840,eng,103,8/1/2006,16,12
8510,Who Was Thomas Jefferson?,9780448431451,eng,103,7/28/2003,3,3
8515,The Man Who Listens to Horses,9780345427052,en-US,352,11/28/1998,18,1
8520,Under Orders (Sid Halley  #4),9780399154003,eng,308,10/1/2006,16,15
8522,For Kicks,9780425194980,eng,292,2/3/2004,15,0
8523,Forfeit,9780425201916,eng,256,4/5/2005,3,3
8525,Dead Cert,9780425194973,eng,277,1/6/2004,16,3
8528,Rat Race,9780425210765,eng,304,7/5/2006,20,15
8529,Reflex,9780425206959,eng,304,10/4/2005,18,2
8532,Decider,9780425199381,eng,341,12/7/2004,18,2
8533,Slay Ride,9780425196731,en-US,288,4/6/2004,9,2
8536,Bonecrack,9780425208854,eng,304,6/6/2006,3,1
8537,Nerve,9780515123463,eng,320,9/1/1998,18,0
8538,Break In (Kit Fielding  #1),9780425199930,eng,320,1/4/2005,11,2
8540,Blood Sport,9780425199169,eng,288,11/2/2004,2,1
8541,Straight,9780425208465,eng,320,2/7/2006,10,10
8542,10 lb Penalty,9780425197455,eng,320,8/3/2004,11,10
8544,Trial Run,9780425199831,eng,272,9/7/2004,17,2
8545,Wild Horses,9780425196748,eng,352,5/4/2004,7,3
8546,Field of Thirteen,9780425194997,eng,304,3/2/2004,8,1
8548,Driving Force,9780449221396,eng,384,12/29/1993,19,15
8551,Flying Finish,9780515125603,eng,276,8/1/1999,9,1
8552,Bolt (Kit Fielding  #2),9780425202883,eng,288,5/3/2005,20,6
8557,Come to Grief (Sid Halley  #3),9780425207185,eng,384,12/6/2005,8,6
8559,Enquiry,9780425197059,en-US,272,7/6/2004,20,4
8568,Odds Against (Sid Halley  #1),9780425198001,eng,288,2/1/2005,13,9
8572,Banker,9780718132385,eng,288,10/3/2000,13,1
8574,Whip Hand (Sid Halley  #2),9780425203545,eng,304,6/7/2005,4,2
8581,A Jockey's Life: The Biography of Lester Piggott,9780449213308,eng,468,7/12/1987,11,9
8582,The Dick Francis Treasury of Great Racing Stories,9780449220498,eng,221,3/22/1992,20,12
8583,Come to Grief / Decider / Wild Horses,9780399143069,eng,707,11/10/1997,8,4
8586,Odds Against,9780515125511,eng,277,4/1/2000,14,11
8598,Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!,9780399244919,eng,32,7/25/2006,7,3
8601,Talk to the Hand: The Utter Bloody Rudeness of Everyday Life,9781861979339,eng,214,10/24/2005,3,3
8614,The Spice and Herb Bible,9780778801467,eng,606,9/14/2006,6,4
8627,Master and Commander (Aubrey/Maturin   #1),9780393325171,en-US,459,10/17/2003,18,17
8628,The Making of Master and Commander: The Far Side of the World,9780393325539,eng,168,10/17/2003,18,0
8630,The Ionian Mission (Aubrey/Maturin  #8),9780786177837,eng,10,10/1/2005,18,8
8632,Her Master and Commander (Just Ask Reeves  #1),9780060584085,eng,372,2/28/2006,20,13
8643,Strange Sounds: Music  Technology & Culture,9780415936842,eng,278,10/14/2001,14,6
8645,Stanley Park,9781582432908,eng,436,9/25/2003,10,2
8646,Crow Lake,9780385337632,eng,324,1/13/2003,15,0
8648,Xenocide (Ender's Saga  #3),9780312861872,eng,592,7/15/1996,10,2
8656,The Life of Sir Arthur Conan Doyle,9780786712342,eng,320,11/11/2003,19,5
8660,The Lost World (TV Tie-in),9780142002728,eng,224,9/3/2002,8,8
8661,Las aventuras de Sherlock Holmes,9788497643658,eng,192,4/1/2005,14,1
8675,Wild Ducks Flying Backward,9780553383539,eng,272,8/29/2006,1,0
8676,Unlimited Power: The New Science Of Personal Achievement,9780684845777,eng,448,12/22/1997,15,13
8677,Robbins and Cotran Review of Pathology,9780721601946,en-US,432,11/12/2004,6,1
8680,Fierce Invalids Home from Hot Climates,9780553379334,en-US,445,5/29/2001,2,1
8682,Jitterbug Perfume,9781842430354,eng,342,4/9/2001,13,12
8694,Life  the Universe and Everything (Hitchhiker's Guide to the Galaxy  #3),9780345418906,eng,224,4/26/2005,5,0
8698,So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy  #4),9780330491235,eng,167,3/8/2002,15,6
8703,The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy  #2),9780739332078,eng,6,6/1/2006,11,3
8704,Starship Titanic,9782290053652,fre,189,11/30/2001,20,1
8706,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),9780330491198,eng,180,3/8/2002,3,2
8710,The Illustrated Hitchhiker's Guide To The Galaxy,9780517599242,eng,96,10/11/1994,16,8
8712,Margaret Atwood: The Handmaid's Tale,9782864603498,fre,108,11/1/1998,5,4
8713,Point to Point Navigation,9780385517218,eng,277,11/7/2006,7,0
8714,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,9781594865671,eng,328,5/24/2006,13,10
8715,Palimpsest,9780140260892,en-US,448,9/1/1996,20,16
8716,Lincoln,9780375708763,eng,672,2/15/2000,15,4
8722,Burr,9780375708732,eng,430,2/15/2000,9,4
8725,Comfort Me with Apples: More Adventures at the Table,9780375758737,eng,302,4/9/2002,7,3
8726,Comfort Me With Apples,9780965193771,eng,299,1/1/2001,3,2
8737,The Last Temptation of Christ,9780684852560,eng,506,3/1/1998,13,8
8738,Her Last Temptation,9780373692286,eng,207,5/31/2005,9,9
8741,The Last Temptation (Tony Hill & Carol Jordan  #3),9780312936914,eng,496,3/1/2005,14,6
8742,The Last Temptation,9780571178568,eng,589,11/10/1995,3,0
8744,Desert Dawn,9781844080083,en-GB,240,6/1/2004,18,14
8745,Desert Flower,9780688172374,eng,240,3/15/2011,11,3
8746,Desert Children,9781844082520,en-US,240,11/1/2005,2,0
8750,L'Aube du désert,9782226135513,fre,288,11/1/2002,9,3
8758,The Beach,9780582435674,eng,112,2/19/2001,1,0
8761,The Weekenders: Travels in the Heart of Africa,9780091881801,eng,340,11/8/2001,9,1
8765,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,9780307264558,eng,137,8/1/2006,5,5
8766,Feel the Fear . . . and Do It Anyway,9780345487421,eng,217,12/26/2006,20,11
8767,Touch & Feel: Animals Boxed Set,9780789488770,eng,36,2/15/2003,17,12
8768,Today I Feel Silly  Other Moods That Make My Day,9780060245603,en-US,40,7/31/2007,19,2
8770,My First Word Touch and Feel,9780789479310,eng,12,9/19/2001,6,1
8771,When I Feel Angry,9780807588970,eng,24,1/1/2000,1,1
8773,Violet's House: A Giant Touch-and-Feel Book (Baby Einstein),9780786818723,eng,10,11/1/2003,16,7
8787,The White Masai,9780061131523,eng,320,10/10/2006,15,12
8797,The Story of a Seagull and the Cat Who Taught Her to Fly,9780439401876,eng,128,8/1/2006,2,0
8799,Ahora sabréis lo que es correr,9788439710097,spa,400,3/31/2004,11,1
8801,The Burgess Bird Book for Children,9780486428406,eng,260,4/23/2003,7,5
8804,The Burgess Animal Book for Children,9780486437453,eng,275,9/10/2004,11,7
8808,The Adventures of Jimmy Skunk,9780486280233,eng,96,5/20/1994,19,6
8809,The Wanting Seed,9780393315080,en-US,288,12/17/1996,10,3
8810,A Clockwork Orange,9780141182605,eng,159,2/24/2000,20,5
8811,A Clockwork Orange,9780140274097,eng,149,9/3/1998,14,12
8813,Clockwork Orange,9783453164130,ger,235,3/1/2000,14,10
8814,A Clockwork Orange (Stage Play),9780413735904,eng,51,3/10/2017,19,6
8818,One Hand Clapping,9780786706310,eng,224,7/15/1999,5,2
8820,The Doctor is Sick,9780393316025,eng,260,8/17/1997,6,6
8822,Earthly Powers,9780099468646,eng,649,5/6/2004,19,4
8829,Past Mortem,9780552771238,eng,460,5/2/2005,19,16
8834,This Other Eden,9780552771832,eng,400,7/1/2003,18,4
8840,Saint-Exupéry,9780805079135,eng,560,2/7/2006,2,0
8848,Le Petit Prince,9782070513284,fre,123,2/1/2004,8,4
8852,Macbeth,9780743477109,eng,249,7/1/2013,10,4
8853,Macbeth,9780812035711,eng,224,4/1/1985,9,6
8856,Death of a Scriptwriter (Hamish Macbeth  #14),9780446606981,eng,198,6/1/1999,12,2
8858,Death of a Poison Pen (Hamish Macbeth  #19),9780446614894,en-US,227,1/1/2005,9,3
8859,Death of an Outsider (Hamish Macbeth  #3),9780446614726,eng,194,7/1/2005,7,1
8860,Cliffs Notes on Shakespeare's Macbeth,9780764586026,en-US,112,5/30/2000,7,2
8861,Death of an Addict (Hamish Macbeth  #15),9780446608282,eng,214,3/1/2001,7,0
8862,A Year in the Life of William Shakespeare: 1599,9780060088743,eng,333,6/13/2006,15,7
8865,Who Was William Shakespeare?,9780448439044,eng,105,12/28/2006,18,1
8875,Planet of the Apes,9780517209486,en-US,192,6/6/2000,13,13
8879,Planet of the Apes: Colony,9780060086213,eng,288,3/25/2003,2,2
8880,Planet of the Apes  Volume 1: Old Gods,9781569716687,eng,80,3/5/2002,16,13
8881,Planet of the Apes: The Fall,9780060086206,eng,288,6/4/2002,7,5
8889,Return to the Planet of the Apes #2: Escape from Terror Lagoon,9780345251671,eng,0,4/12/1976,4,2
8891,Return to the Planet of the Apes:  Visions from Nowhere,9780345251220,eng,183,6/1/1976,11,9
8895,Planet of the Apes: The Human War,9781840233803,eng,72,7/27/2001,20,1
8901,Battle for the Planet of the Apes,9780891901631,eng,158,6/1/1973,11,3
8908,World War Z: An Oral History of the Zombie War,9780307346605,eng,342,9/12/2006,14,5
8909,The War of the Worlds,9780375759239,eng,192,3/12/2002,13,5
8910,The Second World War: A Complete History,9780805076233,eng,928,6/1/2004,18,15
8915,A Short History of World War II,9780688085872,eng,416,1/1/1980,1,1
8916,The Complete Science Fiction Treasury of H.G. Wells,9780517052259,eng,0,6/24/1987,19,0
8917,Best Science Fiction Stories of H. G. Wells,9780486215310,eng,320,11/24/2011,19,3
8919,The Invisible Man,9780439574273,eng,208,9/1/2004,20,7
8921,The Hound of the Baskervilles,9780451528018,eng,256,7/1/2001,7,6
8922,The Hound of the Baskervilles (Sherlock Holmes  #5),9789626343340,eng,5,3/30/2005,2,2
8924,The Hound of the Baskervilles,9780763630645,eng,272,8/22/2006,8,7
8927,Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics),9781596792500,en-US,237,1/1/2005,9,4
8930,Jamie's Italy,9781401301958,eng,320,11/14/2006,7,3
8931,Jamie's Dinners: The Essential Family Cookbook,9781401301941,eng,336,11/3/2004,4,2
8951,The Lake of Souls (Cirque du Freak #10),9780316016650,eng,272,9/6/2006,20,4
8953,Freak the Mighty (Freak The Mighty  #1),9780439286060,eng,169,6/1/2001,5,0
8954,Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players,9780142002261,eng,372,7/30/2002,14,5
8960,Vampire Mountain (Cirque Du Freak  #4),9780316905749,eng,208,9/1/2003,16,6
8964,Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1),9781577780724,eng,383,1/15/1999,9,1
8967,Trials of Death (Cirque Du Freak  #5),9780316000956,eng,202,1/18/2008,3,2
8969,Sister Freaks: Stories of Women Who Gave Up Everything for God,9780446695602,en-US,320,10/5/2005,19,16
8971,Freaks of the Storm: From Flying Cows to Stealing Thunder: The World's Strangest True Weather Stories,9781560258018,eng,371,12/29/2006,17,11
8974,Freak Show: Presenting Human Oddities for Amusement and Profit,9780226063126,eng,336,5/15/1990,3,2
8976,Live Like a Jesus Freak: Spend Today as If It Were Your Last,9781577782087,eng,184,11/1/2001,7,6
8978,Freaks!: How to Draw Fantastic Fantasy Creatures,9780823016624,eng,144,6/1/2004,19,3
8988,Jesus Freaks,9780976249870,eng,390,4/20/2006,3,0
8991,Category: Freaks  Vol. 1 (Category: Freaks  #1),9781588993007,eng,184,7/1/2005,14,5
9005,Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaws,9781583227206,eng,234,5/2/2006,7,2
9006,Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems,9780767916035,eng,222,9/12/2006,11,0
9010,I Hope They Serve Beer in Hell (Tucker Max  #1),9780806527284,eng,288,1/1/2006,8,2
9012,Holidays on Ice,9780316779234,eng,134,11/1/1998,15,5
9013,The Long Walk: The True Story of a Trek to Freedom,9781592289448,eng,256,4/1/2006,4,4
9014,The Long Walk,9780451196712,eng,370,4/1/1999,1,1
9018,Long Walk to Freedom: Autobiography of Nelson Mandela,9781586216887,eng,6,12/1/2004,3,3
9019,Navajo Long Walk,9781879373563,eng,128,7/1/1994,10,9
9030,The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,9780553813531,eng,496,4/1/2004,16,14
9031,The Devil in the White City Murder  Magic  and Madness at the Fair That Changed America,9780385602730,eng,447,3/3/2003,11,3
9051,The Historian's Craft: Reflections on the Nature and Uses of History and the Techniques and Methods of Those Who Write It.,9780394705125,eng,224,3/12/1964,14,5
9058,Charles Dickens as a Legal Historian,9781886363069,eng,166,2/1/2010,18,18
9060,The Progressive Historians: Turner  Beard  Parrington (Phoenix Book),9780226348186,eng,498,11/19/1979,10,5
9066,What Did the Constitution Mean to Early Americans? (Historians at Work),9780312182625,eng,169,1/1/1999,6,0
9072,The Historian,9781415929018,eng,26,12/13/2005,11,11
9073,See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,9781400046843,eng,320,1/7/2003,1,0
9082,In a Dry Season (Inspector Banks  #10),9780380794775,eng,480,7/3/2000,12,4
9083,Plants and Landscapes for Summer-Dry Climates of the San Francisco Bay Region,9780975323113,en-US,336,5/1/2004,10,4
9099,In Focus: National Geographic Greatest Portraits,9780792273639,eng,504,10/1/2004,15,9
9100,Portrait Photographer's Handbook,9781584281405,eng,128,9/28/2004,12,6
9106,Portrait in Death (In Death  #16),9780749934422,en-US,354,12/1/2005,15,12
9107,Posing for Portrait Photography: A Head-To-Toe Guide,9781584281344,eng,124,7/1/2004,5,3
9118,Le Portrait de Dorian Gray,9782266082655,fre,345,6/4/1998,20,12
9121,The Portrait of Dorian Gray,9781842161906,eng,51,10/10/1999,4,3
9122,The Picture of Dorian Gray,9780393955682,eng,462,1/1/1988,2,1
9124,The Picture of Dorian Gray,9780393927542,en-US,517,8/1/2006,2,2
9125,The Picture of Dorian Gray,9780192807298,eng,229,11/1/2006,12,8
9132,An Arab-Syrian Gentleman and Warrior in the Period of the Crusades: Memoirs of Usamah Ibn-Munqidh,9780231121255,eng,265,6/22/2000,5,2
9140,Technical Manual and Dictionary of Classical Ballet,9780486218434,eng,176,6/1/1982,1,1
9141,The Ballet Companion: A Dancer's Guide to the Technique  Traditions  and Joys of Ballet,9780743264075,eng,333,10/11/2005,20,0
9143,Ballet Class,9780486296388,en-US,48,7/2/1997,11,10
9144,NYC Ballet Workout,9780688152024,eng,208,1/13/1997,14,8
9148,The Illustrated Book of Ballet Stories (with CD),9780789460974,eng,64,6/14/2000,13,10
9149,Lara's Leap of Faith (The Royal Ballet School Diaries  #2),9780448435367,eng,144,1/13/2005,13,7
9151,Isabelle's Perfect Performance (The Royal Ballet School Diaries  #3),9780448437699,eng,144,5/5/2005,7,5
9153,The Barefoot Book Of Ballet Stories,9781841482644,eng,96,9/1/2004,11,7
9155,Boys or Ballet? (Royal Ballet School Diaries  #8),9780448442518,eng,144,8/3/2006,12,8
9156,101 Stories of the Great Ballets: The Scene-by-Scene Stories of the Most Popular Ballets  Old and New,9780385033985,en-US,560,5/20/1975,11,1
9164,Ballet for Dummies,9780764525681,eng,348,10/3/2003,15,4
9171,Time for Ballet,9780803729780,eng,32,3/30/2004,15,6
9184,Ballet in Western Culture: A History of Its Origins and Evolution,9780415942577,eng,368,8/11/2002,7,6
9186,Angelina's Ballet Class,9780448440132,eng,24,1/19/2006,15,14
9203,San Francisco Ballet at Seventy-Five,9780811856980,en-US,188,11/12/2007,18,8
9216,Ballet and Modern Dance,9780500203521,eng,224,6/17/2002,6,6
9223,Teaching Classical Ballet,9780813013954,eng,200,4/20/1996,3,2
9236,Drat! We're Rats! (Scrambled Legs  #1),9780970016409,eng,160,9/1/2000,5,3
9245,Battle of the Bunheads (Scrambled Legs  #2),9780970016416,eng,160,9/1/2000,17,5
9253,Blubberina (Scrambled Legs  #5),9780590428880,eng,135,10/1/1989,7,3
9262,The Books in My Life,9780811201087,eng,327,1/17/1969,7,7
9282,The Smoke Jumper,9780440235163,eng,576,7/30/2002,20,13
9288,La casa de los espíritus,9789500717632,spa,456,9/1/2000,5,3
9298,Last Chance Saloon,9780060086244,en-US,528,5/27/2003,17,8
9299,Anybody Out There? (Walsh Family  #4),9780060731304,eng,456,5/9/2006,8,6
9300,Watermelon (Walsh Family  #1),9780099489986,eng,520,7/7/2005,7,2
9301,Rachel's Holiday (Walsh Family  #2),9780060090388,eng,578,1/23/2007,13,5
9303,Lucy Sullivan Is Getting Married,9780060090371,en-US,640,1/23/2007,6,1
9304,Essays and Stories by Marian Keyes: Bags  Trips  Make-up Tips  Charity  Glory  and the Darker Side of the Story,9780060787035,eng,368,9/6/2005,8,8
9305,No Dress Rehearsal,9781902602325,eng,79,12/1/2000,17,17
9325,Fullmetal Alchemist  Vol. 10,9781421504612,eng,200,11/21/2006,19,15
9326,Fullmetal Alchemist  Vol. 5 (Fullmetal Alchemist  #5),9781421501758,eng,200,1/10/2006,17,12
9327,The House of the Spirits,9780552995887,eng,491,8/8/1986,7,2
9330,The House of the Spirits,9781400043187,eng,488,4/19/2005,1,0
9337,"How To Meditate: An Anthology Of Talks On Meditation And ""Meditation: The Bridge Is Flowing But The River Is Not""",9781932206104,eng,228,1/1/2004,7,7
9338,Insights: Talks On The Nature Of Existence,9781932206081,eng,304,1/1/2003,3,0
9345,Palestine: Peace Not Apartheid,9780743285025,eng,288,11/30/2006,4,1
9346,Our Endangered Values: America's Moral Crisis,9780743285018,eng,224,9/26/2006,5,4
9347,An Hour Before Daylight: Memories of a Rural Boyhood,9780743211994,eng,288,10/16/2001,1,1
9349,The Real Jimmy Carter: How Our Worst Ex-President Undermines American Foreign Policy  Coddles Dictators and Created the Party of Clinton and Kerry,9780895260901,eng,272,3/19/2004,12,4
9350,The Virtues of Aging,9780345425928,eng,160,10/13/1998,16,4
9351,Living Faith,9780812930344,eng,288,9/14/1998,14,12
9352,Sharing Good Times,9780743270687,eng,192,11/7/2005,12,12
9355,Until I Find You,9780345479723,eng,820,5/30/2006,18,3
9361,Atlas Shrugged,9780525948926,eng,1176,4/21/2005,15,11
9362,Atlas Shrugged,9780452286368,eng,1192,12/28/2004,16,4
9363,Atlas Shrugged,9780451171924,eng,1074,3/3/1992,14,7
9365,Atlas Shrugged,9780394415765,en-US,1168,10/12/1957,11,7
9370,Skinny Legs and All,9781842430347,eng,422,3/10/2002,15,2
9376,Fannie Flagg's Original Whistle Stop Cafe Cookbook,9780449910283,eng,224,9/11/1995,17,6
9386,Free Play: Improvisation in Life and Art,9780874776317,eng,224,5/1/1991,2,0
9409,The Sari Shop,9780393326901,eng,224,6/17/2005,19,12
9416,Confessions of a Shopaholic (Shopaholic  #1),9780440241416,eng,368,11/4/2003,5,1
9417,Shopaholic and Sister (Shopaholic  #4),9780440241911,eng,388,11/28/2006,20,4
9418,Shopaholic Takes Manhattan (Shopaholic  #2),9780440241812,eng,387,12/27/2004,8,0
9419,Shopaholic Ties the Knot (Shopaholic  #3),9780440241898,eng,407,8/31/2004,17,1
9420,Shopaholic & Baby (Shopaholic  #5),9780385338707,eng,359,2/27/2007,18,2
9423,The Secret Dreamworld of a Shopaholic (Shopaholic  #1),9780552998871,eng,320,9/14/2000,15,3
9427,The Story of Chicago May,9781573223201,en-US,307,10/1/2005,4,1
9431,Chicago Stories,9780252019814,en-US,296,6/1/1998,8,4
9435,Chicago Stories: Tales of the City,9780811839747,eng,224,2/1/2003,19,15
9438,The Basic Works of Aristotle,9780375757990,eng,1487,8/19/2009,17,7
9439,Fear and Trembling and The Sickness Unto Death,9780691019628,eng,420,11/21/1968,6,3
9442,Selections from Don Quixote - Selecciones de Don Quijote de la Mancha,9780486406664,mul,288,12/23/1998,1,0
9444,The Complete Collected Poems,9780679428954,eng,273,9/13/1994,9,7
9454,Hegel's Phenomenology of Spirit,9780198245971,eng,640,11/30/1976,14,2
9456,Preface to the Phenomenology of Spirit,9780691120522,eng,223,1/17/2005,13,13
9457,Hegel's Phenomenology of Spirit,9780253209108,eng,176,8/1/1988,20,18
9462,Plato: Complete Works,9780872203495,eng,1838,5/1/1997,11,8
9464,A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave,9781559343565,eng,125,12/28/1995,13,6
9475,Midnight for Charlie Bone (The Children of the Red King  #1),9780439474290,eng,401,3/1/2003,9,1
9479,The Midnight Mystery (The Boxcar Children  #95),9780807555385,eng,128,1/1/2003,20,12
9484,Within a Budding Grove (In Search of Lost Time  #2),9780375752193,eng,749,11/3/1998,1,0
9486,Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation,9780687002825,eng,306,12/1/1996,18,1
9487,A Time to Embrace (Timeless Love  #2),9781595542328,eng,400,10/29/2006,11,7
9489,Devil's Embrace (Devil  #1),9780451200266,eng,397,5/1/2000,14,4
9490,The Book of Embraces,9780393308556,eng,288,4/17/1992,10,1
9491,Experiencing Father's Embrace,9780768423488,eng,256,4/1/2006,2,0
9493,A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics,9780802829665,en-US,330,11/1/2006,2,1
9497,Memory's Embrace (Corbins  #3),9780671737696,eng,320,6/1/1991,8,8
9498,Beauty: The Invisible Embrace,9780060957261,en-US,261,3/1/2005,12,1
9501,Embrace,9780349113005,eng,726,2/1/2001,18,0
9503,Saving Fish from Drowning,9780345464019,eng,472,9/26/2006,5,1
9506,Un Lugar Llamado Nada,9788408067016,spa,475,8/30/2006,13,0
9507,Virginia Woolf: An Inner Life,9780156032292,eng,544,11/6/2006,9,5
9512,Measure for Measure,9780141013800,eng,224,10/27/2005,15,10
9515,Henry Adams and the Making of America,9780618134304,en-US,480,9/14/2005,20,19
9516,Persepolis: The Story of a Childhood (Persepolis  #1),9780375714573,eng,153,6/1/2004,12,2
9517,Persepolis 2: The Story of a Return (Persepolis  #2),9780375714665,eng,187,8/2/2005,8,2
9525,Chicken with Plums,9780375424151,en-US,84,10/3/2006,12,4
9526,Embroideries,9780375714672,eng,144,4/18/2006,5,1
9529,The Shadow of the Wind (The Cemetery of Forgotten Books  #1),9780753820254,eng,520,10/5/2005,1,0
9531,Peter and the Shadow Thieves (Peter and the Starcatchers  #2),9780786837878,eng,557,7/15/2006,13,4
9532,Ender's Shadow (The Shadow Series  #1),9780765342409,eng,469,5/19/2002,18,6
9534,Shadow of the Hegemon (The Shadow Series  #2),9780812565959,eng,451,12/9/2001,3,3
9538,Shadow Dance (Buchanan-Renard  #6),9780345453860,eng,336,12/26/2006,6,5
9539,The Shadow Rising (The Wheel of Time  #4),9780812513738,eng,1007,10/15/1993,11,10
9540,The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party,9781595550446,en-US,304,8/6/2006,9,4
9542,Cast in Shadow (Chronicles of Elantra  #1),9780373802548,eng,507,7/1/2005,7,3
9544,Owning Your Own Shadow: Understanding the Dark Side of the Psyche,9780062507549,eng,118,6/9/2009,14,3
9550,In Praise of Shadows,9780099283577,eng,73,5/3/2001,17,10
9551,Shadow of the Almighty: The Life and Testament of Jim Elliot,9780060622138,eng,272,9/29/2009,4,4
9553,Shadow Game (GhostWalkers  #1),9780515135961,eng,323,8/26/2003,9,2
9556,The Elephant Vanishes,9780099448754,eng,327,12/1/2003,17,11
9557,Sputnik Sweetheart,9780099448471,eng,229,10/3/2002,8,5
9558,Back to Wando Passo,9780060851897,en-US,448,5/23/2006,8,3
9566,Still Life with Woodpecker,9781842430224,eng,288,4/9/2001,2,0
9567,Half Asleep in Frog Pajamas,9781842430361,eng,389,1/5/2002,1,0
