id,book_id,borrower_id,date_borrow,date_due,date_return,fee
483,42864,789,2023-08-27,2023-11-12,2023-11-12,
484,18412,959,2023-01-18,2023-03-22,2023-02-01,
485,11174,647,2023-04-03,2023-06-12,2023-05-13,
486,24597,159,2023-02-23,2023-05-04,2023-03-11,
487,15154,116,2023-07-20,2023-09-07,2023-08-30,
488,14706,682,2022-09-15,2022-11-17,2022-10-17,
489,44469,60,2022-09-20,2022-11-29,2022-10-04,
490,40388,933,2023-07-07,2023-08-04,2023-07-10,
491,16442,222,2023-05-22,2023-06-12,2023-06-04,
492,28193,334,2023-03-19,2023-05-28,2023-05-09,
493,40395,415,2022-11-02,2023-01-18,2023-01-06,
494,18842,950,2022-12-20,2023-01-17,2023-01-04,
495,33569,609,2022-12-08,2023-02-02,2023-01-02,
496,42485,874,2023-02-25,2023-04-15,2023-03-17,
497,13257,127,2022-10-05,2022-12-21,2022-11-06,
498,38775,946,2023-08-12,2023-10-14,2023-09-14,
499,18425,865,2022-11-04,2022-12-16,2022-11-04,
500,11089,513,2022-11-09,2022-12-21,2022-11-20,
501,12118,130,2022-12-02,2023-01-27,2023-01-24,
502,44879,35,2023-04-06,2023-06-01,2023-05-21,
503,9361,394,2023-08-28,2023-11-06,2023-10-21,
504,2567,670,2022-12-20,2023-01-17,2022-12-24,
505,25463,751,2022-10-24,2022-12-26,2022-11-10,
506,19416,878,2023-04-24,2023-06-19,2023-05-18,
507,11601,49,2022-11-09,2022-12-14,2022-11-29,
508,28054,467,2022-11-06,2022-11-27,2022-11-25,
509,32124,970,2022-10-26,2022-11-30,2022-11-20,
510,35786,559,2023-05-10,2023-08-02,2023-07-16,
511,20671,524,2023-01-10,2023-02-21,,20.60
512,3649,441,2022-10-28,2022-11-25,2022-11-03,
513,33672,343,2022-11-23,2023-02-01,2023-01-09,
514,12650,221,2022-10-05,2022-11-16,2022-10-15,
515,1110,304,2023-07-25,2023-08-29,2023-08-05,
516,4898,918,2022-09-17,2022-12-10,2022-09-25,
517,33446,642,2023-01-10,2023-03-21,2023-04-03,1.30
518,30370,410,2022-10-22,2022-12-17,2022-10-26,
519,7415,392,2023-03-29,2023-04-26,2023-03-30,
520,36268,29,2022-12-30,2023-03-10,2023-02-18,
521,35963,421,2023-09-10,2023-11-12,2023-10-17,
522,23625,836,2023-05-29,2023-08-07,2023-06-13,
523,24058,340,2023-08-25,2023-11-10,2023-11-08,
524,28617,955,2023-07-10,2023-10-02,2023-07-15,
525,39361,657,2023-02-09,2023-04-20,2023-03-01,
526,416,417,2023-05-28,2023-07-02,2023-05-31,
527,27315,147,2023-02-04,2023-02-25,2023-02-20,
528,26472,601,2023-06-21,2023-09-13,,0.20
529,44958,597,2023-03-20,2023-05-15,2023-04-11,
530,11900,387,2022-09-26,2022-10-24,2022-10-23,
531,7347,467,2022-12-28,2023-03-22,2022-12-29,
532,10785,36,2023-05-22,2023-06-26,2023-06-01,
533,4943,507,2023-01-25,2023-03-01,2023-02-06,
534,147,871,2022-10-03,2022-11-21,2022-11-03,
535,2279,583,2023-07-12,2023-08-23,,2.30
536,25216,110,2023-01-24,2023-03-07,2023-02-05,
537,28105,888,2022-12-28,2023-02-15,2023-02-04,
538,35450,378,2023-01-10,2023-02-14,2023-02-13,
539,13575,88,2023-04-10,2023-07-03,2023-06-27,
540,7778,842,2023-01-19,2023-03-09,,19.00
541,30289,614,2023-08-31,2023-11-23,2023-10-12,
542,31122,177,2023-06-17,2023-08-12,2023-07-07,
543,14951,943,2023-09-10,2023-10-08,2023-09-18,
544,5661,701,2023-09-11,2023-10-30,2023-10-18,
545,33771,132,2023-01-03,2023-02-28,2023-01-17,
546,14688,654,2023-02-02,2023-03-09,2023-02-20,
547,18338,896,2023-05-20,2023-07-01,2023-06-21,
548,13998,79,2023-04-24,2023-06-12,,9.50
549,25449,863,2023-07-03,2023-09-25,2023-09-07,
550,29290,535,2022-10-31,2022-12-12,2022-11-12,
551,10739,55,2023-08-18,2023-09-22,,
552,15974,82,2023-01-22,2023-03-19,2023-02-07,
553,24984,551,2023-03-19,2023-04-23,2023-04-19,
554,22176,594,2023-09-03,2023-11-05,2023-11-05,
555,17890,568,2023-08-06,2023-08-27,2023-08-10,
556,22195,751,2022-10-14,2022-12-30,2022-11-27,
557,13722,86,2022-09-19,2022-10-31,2022-09-20,
558,24814,808,2023-05-20,2023-06-10,,9.70
559,2880,917,2023-04-10,2023-05-22,2023-05-11,
560,12581,764,2023-08-03,2023-09-28,2023-09-16,
561,9303,353,2022-11-16,2023-02-08,2023-01-13,
562,11668,302,2023-04-02,2023-06-04,2023-05-20,
563,41304,19,2023-07-20,2023-09-14,2023-07-26,
564,7861,441,2022-11-25,2023-01-13,2022-12-03,
565,21362,855,2023-05-17,2023-08-09,2023-08-04,
566,2761,221,2022-10-02,2022-11-20,2022-11-06,
567,38333,149,2022-10-21,2022-12-02,2022-10-22,
568,27059,9,2023-09-07,2023-11-02,2023-10-26,
569,9298,9,2023-07-27,2023-09-21,2023-08-22,
570,8880,423,2023-05-28,2023-06-25,2023-06-03,
571,12944,905,2023-02-06,2023-03-13,2023-03-01,
572,19686,80,2023-03-18,2023-04-15,2023-03-20,
573,151,131,2023-01-12,2023-02-09,2023-01-29,
574,39795,153,2023-04-08,2023-06-03,2023-06-03,
575,34548,518,2023-04-08,2023-06-24,2023-04-12,
576,34343,690,2023-06-18,2023-08-27,2023-07-22,
577,23801,911,2023-07-23,2023-10-01,2023-09-10,
578,37516,959,2022-12-10,2023-02-18,2022-12-15,
579,9349,483,2023-07-29,2023-09-16,2023-08-22,
580,20794,760,2023-02-16,2023-04-20,2023-04-03,
581,14836,499,2023-01-28,2023-03-25,2023-02-28,
582,30923,419,2023-05-10,2023-08-02,2023-06-19,
583,8137,714,2023-02-24,2023-04-14,2023-03-26,
584,32872,662,2023-07-27,2023-10-19,2023-08-27,
585,7724,572,2023-02-06,2023-04-17,2023-03-11,
586,39771,930,2023-03-30,2023-06-22,2023-05-07,
587,41865,341,2022-11-10,2023-02-02,2022-11-28,
588,7439,695,2022-12-27,2023-01-17,2023-01-11,
589,7781,845,2023-02-04,2023-04-22,2023-02-20,
590,12053,453,2022-10-15,2022-12-31,2022-11-29,
591,31259,617,2023-08-16,2023-10-18,2023-08-19,
592,14030,479,2022-11-15,2022-12-20,2022-12-11,
593,8820,318,2023-02-04,2023-04-08,2023-03-09,
594,38804,307,2022-10-04,2022-11-01,2022-10-15,
595,9556,169,2023-08-29,2023-11-07,2023-08-29,
596,13720,473,2023-04-15,2023-07-08,2023-07-04,
597,3476,537,2022-10-24,2022-11-14,2022-11-03,
598,23846,487,2023-02-22,2023-04-12,2023-03-17,
599,23887,992,2023-08-29,2023-11-07,,
600,22037,218,2023-04-08,2023-07-01,2023-04-19,
601,12982,52,2023-06-21,2023-09-13,2023-07-16,
602,13149,533,2022-10-26,2022-12-07,2022-10-29,
603,26860,489,2023-07-07,2023-08-04,2023-07-12,
604,22736,268,2023-01-22,2023-02-26,2023-02-04,
605,18671,171,2023-09-03,2023-10-08,2023-09-16,
606,24779,867,2023-02-25,2023-04-08,2023-03-25,
607,1342,28,2023-04-10,2023-05-08,2023-04-30,
608,8648,317,2023-06-16,2023-08-11,2023-07-07,
609,18140,358,2023-02-06,2023-02-27,2023-02-23,
610,21996,141,2023-07-08,2023-09-23,2023-09-15,
611,32696,443,2023-05-15,2023-06-26,2023-05-22,
612,12841,861,2022-11-11,2023-02-03,2022-12-29,
613,13157,935,2023-03-21,2023-04-25,2023-04-03,
614,25744,73,2022-11-06,2022-12-18,2022-12-04,
615,12017,136,2023-06-08,2023-07-20,2023-06-13,
616,15239,935,2022-12-31,2023-03-11,2023-01-24,
617,4602,662,2022-12-19,2023-01-09,2022-12-29,
618,44644,812,2023-03-03,2023-04-14,2023-04-02,
619,27416,49,2022-11-22,2023-01-03,2022-12-07,
620,8859,152,2023-05-19,2023-08-11,2023-08-06,
621,37272,41,2022-10-21,2023-01-13,2022-12-22,
622,37471,858,2023-07-18,2023-09-26,2023-08-20,
623,38012,613,2022-09-24,2022-11-12,2022-11-01,
624,10921,169,2023-06-16,2023-07-21,2023-07-02,
625,37869,695,2023-06-27,2023-07-25,2023-07-02,
626,12375,568,2023-03-18,2023-05-06,2023-04-29,
627,5169,954,2022-12-28,2023-02-08,2023-02-03,
628,22915,255,2022-11-03,2022-12-22,2023-01-04,1.30
629,22238,627,2022-09-26,2022-11-07,2022-10-13,
630,18844,30,2023-04-14,2023-06-09,2023-05-18,
631,26047,953,2023-06-27,2023-08-08,2023-07-27,
632,16336,769,2022-10-12,2022-12-21,2022-10-26,
633,28730,716,2023-03-07,2023-05-09,2023-04-08,
634,38717,782,2023-02-09,2023-03-09,2023-02-09,
635,3679,442,2023-06-16,2023-08-18,2023-07-02,
636,22874,289,2023-03-30,2023-06-01,2023-04-17,
637,2822,573,2023-01-20,2023-03-24,2023-01-30,
638,18867,711,2023-07-13,2023-08-24,2023-08-14,
639,2527,617,2023-06-08,2023-06-29,2023-06-24,
640,828,79,2022-11-21,2022-12-19,2022-11-24,
641,12254,125,2023-07-31,2023-10-16,2023-10-10,
642,31382,112,2023-06-10,2023-07-15,2023-06-20,
643,32160,203,2023-03-14,2023-05-02,2023-03-24,
644,41903,237,2023-05-14,2023-08-06,2023-07-25,
645,40763,312,2023-01-06,2023-02-10,2023-01-24,
646,41329,801,2023-09-14,2023-11-16,2023-10-19,
647,13042,290,2023-05-06,2023-06-24,2023-07-07,1.30
648,43487,73,2022-11-08,2022-12-27,2022-12-21,
649,29581,230,2023-07-31,2023-08-28,2023-08-12,
650,3679,872,2023-04-17,2023-07-10,2023-05-18,
651,7911,252,2023-07-09,2023-09-03,2023-07-30,
652,11247,270,2023-01-10,2023-02-21,2023-01-12,
653,31481,475,2022-12-06,2023-01-31,2023-01-28,
654,32016,538,2023-07-04,2023-08-15,2023-07-21,
655,13793,881,2023-05-27,2023-08-12,2023-07-03,
656,31080,187,2023-03-17,2023-04-14,2023-04-14,
657,25937,454,2022-10-25,2022-12-06,2022-11-24,
658,36859,112,2023-06-13,2023-08-15,2023-07-06,
659,45114,532,2023-06-05,2023-08-07,2023-06-13,
660,3144,6,2022-12-14,2023-01-04,2022-12-17,
661,30174,200,2023-03-31,2023-06-16,2023-06-07,
662,15734,437,2023-03-08,2023-04-19,2023-04-06,
663,12993,654,2022-10-06,2022-12-22,2022-12-02,
664,2545,713,2022-10-22,2022-12-31,2022-12-03,
665,30379,883,2023-04-12,2023-05-03,2023-04-17,
666,13980,75,2023-03-10,2023-04-14,2023-03-13,
667,33735,831,2023-03-11,2023-04-29,2023-04-26,
668,32099,826,2023-08-07,2023-10-23,2023-08-14,
669,18750,85,2023-06-12,2023-08-14,2023-06-30,
670,36310,653,2023-06-20,2023-09-12,2023-09-11,
671,22591,16,2023-08-06,2023-09-03,2023-08-24,
672,38230,418,2022-11-05,2022-12-03,2022-11-29,
673,44100,778,2022-10-30,2023-01-01,2022-11-23,
674,30107,989,2023-01-09,2023-02-13,2023-02-26,1.30
675,43673,467,2023-06-21,2023-08-09,2023-06-30,
676,3248,9,2022-10-26,2022-11-30,2022-11-24,
677,7052,116,2023-08-13,2023-10-29,2023-10-05,
678,18839,788,2023-08-30,2023-09-20,2023-09-19,
679,4806,678,2023-03-12,2023-05-28,2023-04-23,
680,17364,279,2023-01-03,2023-01-24,2023-01-15,
681,7815,661,2023-02-05,2023-04-23,2023-02-26,
682,11390,289,2023-05-18,2023-07-13,2023-06-07,
683,44183,977,2023-04-03,2023-06-12,2023-04-22,
684,32094,902,2023-02-23,2023-05-11,2023-05-04,
685,3679,855,2023-03-04,2023-05-13,2023-04-22,
686,43702,384,2023-08-11,2023-09-01,2023-08-14,
687,43331,494,2022-12-02,2022-12-23,2022-12-16,
688,31178,732,2023-03-30,2023-05-25,2023-05-16,
689,7549,634,2023-07-21,2023-09-08,2023-08-17,
690,14350,300,2023-05-03,2023-05-31,2023-05-26,
691,29519,509,2022-10-03,2022-10-24,2022-10-20,
692,14336,877,2023-06-27,2023-07-18,2023-07-05,
693,11095,846,2022-09-30,2022-12-02,2022-12-01,
694,24604,177,2023-01-06,2023-02-24,2023-02-02,
695,13552,552,2023-04-01,2023-06-24,2023-06-16,
696,34052,33,2023-09-02,2023-10-28,2023-09-22,
697,1402,769,2022-10-21,2022-11-11,2022-11-09,
698,38513,878,2023-02-14,2023-03-21,2023-02-16,
699,17122,364,2023-03-30,2023-04-20,2023-04-20,
700,8206,306,2022-10-11,2022-12-13,2022-11-08,
701,9305,883,2023-05-22,2023-08-07,2023-06-27,
702,14756,2,2023-08-03,2023-10-26,2023-08-05,
703,5805,103,2022-10-09,2023-01-01,2022-11-21,
704,42300,531,2023-06-30,2023-09-15,2023-07-01,
705,25002,564,2023-09-01,2023-11-24,2023-10-14,
706,37813,432,2023-03-24,2023-06-09,2023-05-20,
707,44353,985,2023-05-22,2023-07-03,,7.40
708,21323,978,2023-01-20,2023-03-31,2023-03-31,
709,34178,130,2022-12-03,2023-01-07,2022-12-12,
710,27002,424,2022-12-20,2023-01-17,2022-12-21,
711,25623,237,2023-09-01,2023-11-17,2023-10-04,
712,14743,288,2022-11-20,2022-12-18,2022-11-22,
713,24284,735,2022-12-01,2022-12-29,2022-12-12,
714,14081,101,2022-10-04,2022-11-22,2022-10-10,
715,251,173,2023-04-03,2023-06-26,2023-04-07,
716,23589,25,2023-07-13,2023-09-07,2023-09-20,1.30
717,23425,5,2023-04-16,2023-06-18,2023-04-20,
718,43490,473,2023-05-11,2023-07-13,2023-07-08,
719,31555,583,2023-03-01,2023-04-19,2023-03-15,
720,40219,72,2023-05-20,2023-06-10,2023-06-07,
721,12457,155,2023-03-29,2023-06-14,2023-06-01,
722,12204,572,2023-06-30,2023-08-18,2023-07-07,
723,3513,173,2023-05-11,2023-08-03,2023-05-20,
724,29286,322,2022-10-20,2022-11-24,2022-11-24,
725,19677,257,2023-06-23,2023-08-25,2023-07-24,
726,771,15,2023-08-01,2023-10-24,2023-09-28,
727,42688,534,2023-04-16,2023-05-28,2023-05-22,
728,8500,709,2022-11-23,2023-01-04,2022-12-13,
729,18225,573,2022-11-28,2023-01-02,2022-12-14,
730,25566,740,2023-05-30,2023-08-15,2023-07-14,
731,29092,190,2023-08-31,2023-10-05,2023-09-30,
732,21618,697,2023-08-12,2023-10-07,,
733,34264,895,2022-12-04,2023-01-01,2022-12-21,
734,180,318,2023-04-24,2023-05-29,2023-04-27,
735,25048,839,2023-03-15,2023-05-17,2023-03-19,
736,14088,287,2023-07-28,2023-10-13,2023-08-03,
737,25713,959,2022-11-09,2023-01-04,2022-11-11,
738,36162,257,2022-12-26,2023-02-27,2023-01-23,
739,8880,102,2023-05-02,2023-06-20,2023-05-05,
740,14817,136,2023-08-24,2023-11-09,2023-10-05,
741,2965,268,2023-03-18,2023-05-06,2023-04-02,
742,3120,727,2023-03-26,2023-04-23,2023-04-16,
743,29489,716,2023-03-08,2023-05-31,2023-03-19,
744,44380,503,2023-04-07,2023-06-23,2023-05-14,
745,14285,87,2023-07-01,2023-07-22,2023-07-03,
746,92,324,2023-06-22,2023-07-27,2023-07-04,
747,31998,137,2022-11-05,2023-01-14,2022-11-30,
748,2285,21,2023-01-13,2023-03-10,2023-02-05,
749,6173,886,2023-05-28,2023-08-13,2023-07-07,
750,34542,736,2023-08-24,2023-09-21,2023-09-17,
751,39473,243,2023-07-26,2023-10-04,2023-09-08,
752,23517,236,2023-03-28,2023-04-25,,14.30
753,23875,910,2023-07-31,2023-10-16,2023-08-02,
754,4077,791,2022-12-08,2023-02-23,2023-01-13,
755,5230,143,2023-08-29,2023-11-07,2023-10-16,
756,9355,914,2023-05-20,2023-07-22,2023-07-07,
757,23984,800,2022-12-27,2023-03-21,2023-01-20,
758,3147,538,2023-02-26,2023-04-09,2023-03-04,
759,2942,470,2023-05-25,2023-07-06,2023-06-03,
760,16605,617,2023-01-01,2023-01-22,2023-01-16,
761,30562,971,2022-10-15,2022-12-24,2023-01-06,1.30
762,19126,994,2022-11-01,2022-11-29,2022-11-27,
763,829,283,2023-02-14,2023-05-02,2023-03-24,
764,16315,925,2023-01-13,2023-02-03,2023-01-16,
765,38547,171,2023-03-21,2023-04-18,2023-04-01,
766,1643,593,2023-05-16,2023-06-20,2023-06-11,
767,37892,702,2023-04-14,2023-06-30,2023-06-05,
768,10572,191,2022-11-25,2023-02-10,,21.70
769,35329,179,2022-11-28,2023-01-02,2022-12-20,
770,10587,535,2023-03-18,2023-06-10,2023-05-15,
771,4906,359,2023-09-14,2023-11-16,2023-10-08,
772,10932,82,2023-04-19,2023-05-10,2023-05-09,
773,2711,702,2023-04-04,2023-06-06,,10.10
774,38012,821,2023-07-07,2023-08-25,2023-08-22,
775,39045,363,2023-03-24,2023-05-12,2023-04-27,
776,7987,516,2023-05-15,2023-08-07,2023-05-28,
777,3061,822,2023-08-11,2023-11-03,2023-09-08,
778,16111,664,2023-08-31,2023-09-28,2023-09-14,
779,31785,170,2023-02-12,2023-04-09,2023-04-22,1.30
780,11550,895,2023-04-23,2023-06-04,2023-05-22,
781,2912,141,2022-12-09,2022-12-30,2022-12-19,
782,1993,4,2023-03-08,2023-05-10,2023-03-15,
783,18520,553,2022-12-16,2023-03-03,2023-01-22,
784,28698,514,2023-08-20,2023-10-01,2023-10-14,1.30
785,24955,377,2023-05-03,2023-06-21,2023-05-22,
786,37819,889,2022-12-21,2023-02-01,2022-12-21,
787,30281,149,2023-02-05,2023-04-09,2023-02-12,
788,45314,834,2022-10-06,2022-11-03,2022-11-02,
789,8879,28,2022-10-01,2022-11-12,2022-10-08,
790,7608,388,2022-11-10,2023-01-26,2023-01-18,
791,7023,604,2022-12-24,2023-02-25,2023-01-17,
792,18699,291,2023-05-03,2023-07-05,2023-06-12,
793,4674,13,2023-08-04,2023-09-08,2023-08-10,
794,42041,276,2023-06-30,2023-09-22,2023-07-02,
795,24626,324,2023-01-10,2023-03-14,2023-02-06,
796,28631,296,2023-08-19,2023-10-07,2023-09-16,
797,19503,449,2023-03-30,2023-06-01,2023-04-16,
798,1530,45,2023-05-23,2023-07-04,2023-06-26,
799,3087,238,2022-11-22,2023-01-31,2022-12-06,
800,45116,904,2023-08-10,2023-08-31,,1.50
801,7230,859,2023-08-14,2023-10-30,2023-10-10,
802,31219,672,2022-10-03,2022-12-26,2022-11-01,
803,41991,571,2022-11-04,2022-11-25,2022-11-24,
804,28511,437,2023-05-16,2023-08-08,2023-08-21,1.30
805,12125,24,2023-07-29,2023-09-02,2023-09-02,
806,23875,990,2022-12-08,2023-02-16,2023-03-01,1.30
807,6220,682,2023-07-31,2023-08-21,,2.50
808,44181,293,2023-05-23,2023-08-01,2023-07-09,
809,23709,587,2022-12-17,2023-02-25,2023-01-29,
810,36489,171,2022-12-08,2023-01-19,2022-12-29,
811,4352,520,2023-05-07,2023-07-09,2023-06-27,
812,23032,31,2023-06-27,2023-09-19,2023-08-28,
813,1488,339,2023-02-13,2023-05-08,2023-04-21,
814,6106,135,2023-08-18,2023-10-20,2023-09-24,
815,13521,29,2023-07-02,2023-09-24,2023-08-04,
816,26187,80,2022-11-15,2023-01-24,2022-11-17,
817,17341,719,2023-04-06,2023-05-11,,12.70
818,42355,473,2023-08-03,2023-10-26,,
819,39910,890,2023-08-27,2023-11-12,2023-09-11,
820,7611,823,2022-09-21,2022-11-09,2022-11-22,1.30
821,1425,310,2022-12-27,2023-01-31,2023-01-23,
822,29551,615,2022-09-15,2022-10-27,2022-09-15,
823,33198,489,2022-11-19,2023-01-21,2023-01-06,
824,12017,834,2023-04-17,2023-07-10,2023-04-25,
825,11069,769,2023-01-12,2023-03-16,2023-02-08,
826,30390,516,2022-10-27,2022-12-08,2022-11-16,
827,19671,860,2022-12-17,2023-02-04,2022-12-23,
828,26085,668,2023-01-10,2023-04-04,2023-02-06,
829,16449,709,2022-12-08,2022-12-29,2022-12-28,
830,43927,505,2023-04-20,2023-05-18,2023-05-07,
831,21837,779,2022-10-03,2022-12-05,2022-10-20,
832,32884,431,2022-12-26,2023-01-16,2023-01-01,
833,17184,672,2023-08-30,2023-10-18,2023-10-10,
834,32589,943,2023-07-09,2023-07-30,2023-07-09,
835,6296,887,2023-08-07,2023-10-23,2023-10-20,
836,44323,362,2022-12-04,2023-01-01,2022-12-30,
837,20367,933,2023-07-06,2023-09-21,2023-07-27,
838,13130,53,2023-06-16,2023-08-25,2023-07-19,
839,19532,869,2023-06-04,2023-08-27,2023-08-14,
840,4945,94,2023-09-09,2023-10-21,2023-10-12,
841,41423,836,2023-03-07,2023-05-30,2023-03-27,
842,39177,227,2022-10-28,2022-11-18,2022-11-07,
843,6984,343,2022-10-02,2022-12-18,2022-12-31,1.30
844,10929,942,2023-05-02,2023-06-20,2023-06-06,
845,33936,991,2023-02-07,2023-03-28,2023-03-17,
846,34833,877,2023-09-01,2023-11-17,2023-09-27,
847,17632,581,2023-03-15,2023-05-10,2023-04-06,
848,19136,504,2023-03-22,2023-05-31,2023-05-29,
849,16897,792,2023-08-03,2023-10-19,2023-10-09,
850,38083,393,2023-04-07,2023-04-28,,14.00
851,9462,366,2023-03-22,2023-04-12,2023-04-05,
852,24783,618,2023-05-21,2023-07-23,2023-07-12,
853,9144,152,2023-07-03,2023-09-11,2023-08-02,
854,30383,911,2022-10-17,2022-11-14,2022-11-27,1.30
855,31185,905,2023-05-19,2023-07-28,2023-07-18,
856,29622,291,2023-03-19,2023-05-21,2023-04-16,
857,12682,237,2023-01-16,2023-02-20,2023-02-12,
858,1533,220,2023-06-29,2023-08-31,2023-08-10,
859,9327,475,2023-09-12,2023-12-05,2023-11-11,
860,25104,379,2023-04-25,2023-06-27,2023-05-04,
861,30296,410,2023-02-16,2023-05-04,2023-03-22,
862,5373,479,2022-10-09,2022-10-30,2022-10-20,
863,16995,450,2023-01-15,2023-02-19,2023-01-30,
864,17862,176,2023-07-12,2023-08-16,2023-08-13,
865,12461,284,2022-11-26,2023-01-28,2023-01-10,
866,38700,815,2023-08-01,2023-10-10,2023-09-09,
867,8991,548,2023-01-24,2023-04-18,2023-03-21,
868,40200,288,2023-04-30,2023-07-09,2023-05-24,
869,22337,108,2022-12-09,2023-01-13,2022-12-28,
870,39625,188,2023-02-16,2023-04-20,2023-03-22,
871,37656,639,2023-04-05,2023-06-07,2023-06-07,
872,14790,306,2023-06-23,2023-07-28,2023-06-25,
873,17976,156,2023-04-27,2023-07-13,2023-05-07,
874,3462,464,2023-01-01,2023-03-05,2023-03-18,1.30
875,10686,147,2023-03-17,2023-05-19,2023-05-10,
876,22799,363,2023-01-23,2023-03-13,2023-03-26,1.30
877,29260,871,2023-04-12,2023-05-24,2023-05-16,
878,29622,147,2023-05-04,2023-06-01,,10.60
879,25623,702,2022-09-17,2022-10-29,2022-10-20,
880,15698,784,2023-01-26,2023-03-09,2023-02-07,
881,22889,461,2023-02-28,2023-03-21,2023-03-11,
882,16448,450,2023-08-25,2023-10-20,2023-10-11,
883,11566,725,2022-12-27,2023-01-31,2022-12-30,
884,19910,241,2023-06-30,2023-09-15,2023-07-16,
885,44018,529,2023-02-03,2023-04-28,2023-03-16,
886,15221,857,2022-10-28,2022-12-09,2022-11-22,
887,43082,954,2023-05-14,2023-07-09,2023-05-18,
888,35308,254,2022-12-23,2023-03-03,2023-02-24,
889,11486,509,2023-06-30,2023-08-18,2023-08-03,
890,29819,377,2023-01-23,2023-03-13,2023-02-14,
891,25296,735,2023-01-31,2023-03-07,2023-02-14,
892,475,670,2022-09-17,2022-11-26,2022-10-26,
893,39724,492,2023-03-15,2023-05-24,2023-03-16,
894,5910,521,2023-07-09,2023-09-03,2023-07-25,
895,34687,837,2022-10-08,2022-12-03,2022-10-29,
896,17926,761,2023-04-17,2023-05-22,2023-04-18,
897,16014,231,2023-04-02,2023-06-25,2023-06-23,
898,23697,608,2023-01-09,2023-04-03,2023-02-16,
899,41815,323,2023-01-30,2023-03-27,2023-01-30,
900,40437,686,2022-10-25,2022-12-20,,26.90
901,14461,464,2023-04-24,2023-06-05,2023-05-06,
902,41416,295,2023-05-11,2023-07-20,2023-06-04,
903,1869,907,2023-07-25,2023-09-05,2023-07-31,
904,37451,430,2023-05-05,2023-06-16,2023-05-24,
905,39505,669,2023-08-02,2023-09-06,2023-08-08,
906,23468,349,2023-03-02,2023-04-27,2023-04-25,
907,251,777,2023-06-26,2023-09-18,2023-08-20,
908,27747,35,2023-01-26,2023-03-02,2023-02-10,
909,14186,814,2022-12-05,2023-02-13,2023-01-06,
910,11318,42,2023-09-13,2023-11-01,2023-10-17,
911,26725,518,2023-05-11,2023-06-22,2023-06-04,
912,28400,209,2023-01-02,2023-02-13,2023-01-29,
913,3493,401,2022-10-04,2022-12-06,2022-10-16,
914,10909,453,2023-05-12,2023-07-28,2023-05-12,
915,4135,902,2023-02-02,2023-03-02,2023-02-14,
916,38788,666,2023-04-19,2023-05-24,2023-04-25,
917,24769,897,2022-11-12,2023-01-28,2022-11-16,
918,5179,183,2023-01-24,2023-04-18,2023-01-26,
919,10061,350,2023-02-07,2023-03-14,2023-03-13,
920,21362,751,2023-06-30,2023-08-11,2023-07-15,
921,19897,487,2023-07-06,2023-09-28,2023-07-21,
922,9739,376,2023-01-29,2023-02-26,2023-02-15,
923,37067,428,2023-01-20,2023-03-31,2023-03-02,
924,18981,619,2023-03-01,2023-04-12,2023-03-20,
925,8889,34,2023-05-26,2023-06-23,2023-06-08,
926,28348,365,2023-08-04,2023-10-06,2023-10-01,
927,38769,803,2023-07-16,2023-09-03,2023-08-10,
928,38288,532,2023-06-21,2023-07-26,2023-06-23,
929,39961,607,2023-06-23,2023-08-25,2023-06-27,
930,26599,268,2023-02-19,2023-03-26,2023-03-25,
931,1579,87,2023-04-09,2023-06-18,2023-06-14,
932,30186,122,2023-02-17,2023-04-21,2023-02-23,
933,29639,598,2023-09-01,2023-11-03,2023-09-25,
934,7480,694,2022-11-19,2022-12-10,,27.90
935,28388,241,2022-12-24,2023-01-14,2022-12-27,
936,19662,664,2023-07-06,2023-08-31,2023-08-08,
937,1130,559,2023-02-27,2023-04-03,,16.50
938,2530,328,2023-04-19,2023-07-12,2023-06-27,
939,22805,16,2023-03-30,2023-06-22,2023-05-31,
940,30856,900,2023-06-22,2023-08-03,2023-07-10,
941,7590,347,2023-02-18,2023-04-15,2023-03-02,
942,1532,664,2022-12-28,2023-02-01,2023-01-01,
943,45479,187,2023-07-14,2023-09-01,2023-07-20,
944,24863,189,2023-05-19,2023-06-09,2023-05-31,
945,43799,730,2023-02-08,2023-04-05,2023-03-28,
946,10698,721,2022-11-14,2023-01-30,2023-01-04,
947,4060,680,2023-06-02,2023-08-18,2023-07-23,
948,27473,462,2023-01-23,2023-03-06,2023-02-04,
949,10285,385,2022-11-12,2022-12-24,2022-11-14,
950,16527,129,2023-05-23,2023-07-04,2023-05-26,
951,44524,964,2023-01-01,2023-03-05,2023-02-20,
952,2692,248,2023-04-24,2023-06-19,2023-06-10,
953,42198,215,2023-05-26,2023-07-28,2023-07-23,
954,11317,539,2023-01-03,2023-02-21,2023-01-22,
955,23600,447,2022-12-03,2023-02-04,2023-01-27,
956,19104,412,2023-08-08,2023-10-24,2023-09-15,
957,35088,465,2023-02-27,2023-05-15,2023-04-20,
958,21489,536,2023-09-02,2023-10-14,2023-10-01,
959,17600,696,2022-12-15,2023-01-26,2022-12-18,
960,42831,471,2023-01-31,2023-03-21,2023-02-21,
961,41117,614,2023-06-14,2023-08-02,2023-07-18,
962,44148,45,2023-05-12,2023-06-16,2023-05-30,
963,16717,238,2023-01-24,2023-02-14,2023-02-08,
964,16376,872,2023-01-28,2023-03-04,2023-02-17,
965,44147,246,2023-07-09,2023-09-24,2023-09-04,
